Account General Rate Type,Account Is Active,Account Is Allocated Overhead,Account Is Balancesheet,Account Is GAAP,Account Key,Account Level 0 Name,Account Level 0 Number,Account Level 1 Name,Account Level 1 Number,Account Level 2 Name,Account Level 2 Number,Account Number,Account Type Name,Account Type Sequence,Amount USD,Learn More,Actual,Forecast,Variance,Variance %,Department Is Active,Department Key,Department Level 0 Name,Department Level 0 Number,Department Level 1 Name,Department Level 1 Number,Department Number,Number of Records,Path,Period Ending Date,Scenario,Sheet,Version
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$1,000.00",Explore Tableau for Finance Analytics,$0,"$1,000","$1,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,5/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$112,000.00",Explore Tableau for Finance Analytics,$0,"$112,000","$112,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$67,000.00",Explore Tableau for Finance Analytics,$0,"$67,000","$67,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$625,000.00",Explore Tableau for Finance Analytics,$0,"$625,000","$625,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$4,000.00",Explore Tableau for Finance Analytics,$0,"$4,000","$4,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$1,000.00",Explore Tableau for Finance Analytics,$0,"$1,000","$1,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,6/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$6,951,000.00",Explore Tableau for Finance Analytics,$0,"$6,951,000","$6,951,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$342,000.00",Explore Tableau for Finance Analytics,$0,"$342,000","$342,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$57,000.00",Explore Tableau for Finance Analytics,$0,"$57,000","$57,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$51,000.00",Explore Tableau for Finance Analytics,$0,"$51,000","$51,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$1,112,000.00",Explore Tableau for Finance Analytics,$0,"$1,112,000","$1,112,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$9,000.00",Explore Tableau for Finance Analytics,$0,"$9,000","$9,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$5,000.00",Explore Tableau for Finance Analytics,$0,"$5,000","$5,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,7/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$7,962,000.00",Explore Tableau for Finance Analytics,$0,"$7,962,000","$7,962,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$129,000.00",Explore Tableau for Finance Analytics,$0,"$129,000","$129,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$63,000.00",Explore Tableau for Finance Analytics,$0,"$63,000","$63,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$62,000.00",Explore Tableau for Finance Analytics,$0,"$62,000","$62,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$996,000.00",Explore Tableau for Finance Analytics,$0,"$996,000","$996,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$5,000.00",Explore Tableau for Finance Analytics,$0,"$5,000","$5,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,8/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$11,706,000.00",Explore Tableau for Finance Analytics,$0,"$11,706,000","$11,706,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$141,000.00",Explore Tableau for Finance Analytics,$0,"$141,000","$141,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$69,000.00",Explore Tableau for Finance Analytics,$0,"$69,000","$69,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$1,075,000.00",Explore Tableau for Finance Analytics,$0,"$1,075,000","$1,075,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$4,000.00",Explore Tableau for Finance Analytics,$0,"$4,000","$4,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,9/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$8,826,000.00",Explore Tableau for Finance Analytics,$0,"$8,826,000","$8,826,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$196,000.00",Explore Tableau for Finance Analytics,$0,"$196,000","$196,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$77,000.00",Explore Tableau for Finance Analytics,$0,"$77,000","$77,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$10,000.00",Explore Tableau for Finance Analytics,$0,"$10,000","$10,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$880,000.00",Explore Tableau for Finance Analytics,$0,"$880,000","$880,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$3,000.00",Explore Tableau for Finance Analytics,$0,"$3,000","$3,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,10/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$10,167,000.00",Explore Tableau for Finance Analytics,$0,"$10,167,000","$10,167,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$147,000.00",Explore Tableau for Finance Analytics,$0,"$147,000","$147,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$65,000.00",Explore Tableau for Finance Analytics,$0,"$65,000","$65,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$1,011,000.00",Explore Tableau for Finance Analytics,$0,"$1,011,000","$1,011,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$9,000.00",Explore Tableau for Finance Analytics,$0,"$9,000","$9,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$11,000.00",Explore Tableau for Finance Analytics,$0,"$11,000","$11,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$3,000.00",Explore Tableau for Finance Analytics,$0,"$3,000","$3,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,11/30/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$19,277,000.00",Explore Tableau for Finance Analytics,$0,"$19,277,000","$19,277,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$207,000.00",Explore Tableau for Finance Analytics,$0,"$207,000","$207,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$92,000.00",Explore Tableau for Finance Analytics,$0,"$92,000","$92,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$9,000.00",Explore Tableau for Finance Analytics,$0,"$9,000","$9,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$733,000.00",Explore Tableau for Finance Analytics,$0,"$733,000","$733,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$12,000.00",Explore Tableau for Finance Analytics,$0,"$12,000","$12,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$5,000.00",Explore Tableau for Finance Analytics,$0,"$5,000","$5,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$3,000.00",Explore Tableau for Finance Analytics,$0,"$3,000","$3,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Budget.xlsx,12/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$624,000.00",Explore Tableau for Finance Analytics,$0,"$624,000","$624,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$3,000.00",Explore Tableau for Finance Analytics,$0,"$3,000","$3,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,000.00",Explore Tableau for Finance Analytics,$0,"$12,000","$12,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$27,000.00",Explore Tableau for Finance Analytics,$0,"$27,000","$27,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$78,000.00",Explore Tableau for Finance Analytics,$0,"$78,000","$78,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,061,000.00",Explore Tableau for Finance Analytics,$0,"$1,061,000","$1,061,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$9,000.00",Explore Tableau for Finance Analytics,$0,"$9,000","$9,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,1/31/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$671,000.00",Explore Tableau for Finance Analytics,$0,"$671,000","$671,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,2/28/2018,Forecast,Export,2018_V0 (Plan)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$37,000.00",Explore Tableau for Finance Analytics,$0,"$37,000","$37,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Budget.xlsx,2/28/2018,Forecast,Export,2018_V0 (Plan)
